frames,fps,episode_length,value_loss,policy_entropy,PMM:episode_rewards,approx_kl_divergence,P01:episode_rewards,P09:episode_rewards,policy_loss,clip_fraction,explained_variance,grad_norm,advantage_norm,epoch_idx
2488320,238,350.56,0.011534563451095891,1.7137436337769032,210.25,0.0019486461820747536,50.0,450.0,-0.0011491835983179044,0.2314453125,-4.097819328308106e-09,0.055085999819313294,15.968717867136002,243
2498560,238,350.83,0.012379858727945248,1.6683480612933637,225.25,0.0020657364453938953,50.0,525.0,-0.0011066459999710787,0.22763671875,-8.195638656616212e-09,0.05610086362932738,15.968718016147614,244
2508800,238,341.39,0.01130383596791944,1.7173932768404483,217.25,0.001845738972917843,50.0,480.00000000000045,-0.0009046497965755407,0.201123046875,-2.16066837310791e-08,0.05510663192079066,15.968717962503433,245
2519040,238,345.58,0.010946986881026532,1.7392712131142616,224.0,0.0017566367178233123,50.0,527.5000000000002,-0.0011984447570284828,0.209716796875,1.899898052215576e-08,0.05541438970083118,15.968717986345291,246
2529280,238,343.35,0.01048220309712633,1.716697410494089,219.75,0.0017550437466411495,50.0,505.00000000000045,-0.0008465494069241686,0.1919189453125,7.078051567077636e-09,0.05350401503205894,15.968717628717423,247
2539520,238,338.36,0.008600725817086641,1.7353498347103595,189.75,0.0017333914929309913,25.0,452.50000000000017,-0.0010105426505106151,0.214599609375,-1.1175870895385742e-09,0.051838725762196856,15.968717765808105,248
2549760,238,333.23,0.010671741749501962,1.7367837704718112,178.25,0.0021241177934825826,47.50000000000001,332.5000000000006,-0.0017510633384517859,0.2921630859375,-1.6763806343078613e-08,0.05580220402579513,15.968717575073242,249
2560000,238,332.09,0.009478564620076213,1.7697230264544488,173.75,0.001830020313661862,25.0,327.5000000000002,-0.0013111439569911455,0.2283203125,-2.123415470123291e-08,0.05660671533988197,15.968717670440673,250
2570240,238,332.31,0.010488831282418686,1.75650627091527,176.5,0.0024469776203886796,50.0,325.0,-0.0016479672827699686,0.2561279296875,-1.7508864402770997e-08,0.05533281031370897,15.968717730045318,251
2580480,238,338.86,0.013181788465590216,1.7513810500502587,195.25,0.0016343317233804555,50.0,327.5000000000002,-0.001517617558783968,0.2261474609375,-4.470348358154297e-09,0.05614191830090216,15.968717724084854,252
2590720,238,342.92,0.012113622730248607,1.6971947982907296,217.75,0.002147279571454419,50.0,482.5000000000007,-0.0014581139850633918,0.237060546875,4.470348358154297e-09,0.05415567240401142,15.96871787905693,253
2600960,238,343.05,0.01023988604574697,1.6640562862157822,217.0,0.0017220630400345271,47.50000000000001,482.5000000000007,-0.0010544866949203425,0.2144775390625,1.1175870895385742e-09,0.05119345978546571,15.968717753887177,254
2611200,238,344.99,0.011815104915228858,1.6139159940183163,217.0,0.001687575208961789,25.0,480.00000000000045,-0.0014320513011625736,0.2214599609375,7.078051567077636e-09,0.05354496319443708,15.96871771812439,255
2621440,238,347.48,0.011595598561689258,1.622110792249441,222.0,0.0014434386933999122,47.50000000000001,525.0,-0.0006846460371889406,0.1494384765625,1.1920928955078126e-08,0.049913424512641205,15.968717712163926,256
2631680,238,354.43,0.013314138550617827,1.5977963224053382,237.5,0.0015118023868410547,72.50000000000001,435.00000000000085,-0.0011287219858786557,0.1904052734375,1.825392246246338e-08,0.05393450003013802,15.968717479705811,257
2641920,238,362.68,0.011912545209634117,1.5498920954763888,252.25,0.0017527384216407427,75.0,530.0000000000005,-0.0013805167498503578,0.21337890625,2.7939677238464355e-08,0.05374388749919971,15.96871783733368,258
2652160,238,357.34,0.010540570936063887,1.5938589721918106,228.75,0.0015456278414205827,75.0,427.5000000000002,-0.0010445954558235826,0.1966796875,-6.7055225372314455e-09,0.05236828405890385,15.968717795610427,259
2662400,238,359.28,0.012564773279882502,1.6303152419626712,244.5,0.00144016913339442,75.0,505.00000000000045,-0.0007166204919485608,0.1585693359375,5.587935447692871e-09,0.056412794955054545,15.968717741966248,260
2672640,238,354.99,0.010790563299633505,1.6555446922779082,240.25,0.0016140524833190284,50.0,527.5000000000002,-0.0008364926914509851,0.19599609375,0.0,0.05442321561055086,15.968717682361603,261
2682880,238,349.62,0.011310982673603576,1.6584401458501816,226.5,0.0018058806786541482,50.0,502.5000000000002,-0.0012237871280376567,0.237841796875,5.960464477539063e-09,0.05525238273762949,15.968717819452285,262
2693120,238,341.47,0.009423365708607889,1.624733430147171,203.0,0.0017428171296387518,50.0,455.0000000000004,-0.0013449043115542735,0.213818359375,1.3783574104309083e-08,0.05125299228946721,15.968717777729035,263
2703360,238,338.89,0.010081663657911123,1.6383324414491653,203.0,0.0017349000746321509,50.0,527.5000000000002,-0.00119684668861737,0.2015380859375,-1.6763806343078613e-08,0.05189335251864602,15.968717730045318,264
2713600,238,335.44,0.010110923790489324,1.6238621294498443,193.25,0.0018346615054610992,50.0,502.5000000000002,-0.0013586761640908662,0.24140625,2.0861625671386717e-08,0.05508308413978698,15.968717628717423,265
2723840,238,337.32,0.009921503867735737,1.6582588404417038,188.0,0.0024687777191388705,47.50000000000001,452.50000000000017,-0.0015298334787075874,0.296142578125,-2.1979212760925294e-08,0.05588360658124349,15.968717026710511,266
2734080,238,340.93,0.011880063818534837,1.648614601790905,193.5,0.0017494058114436938,50.0,427.5000000000002,-0.0011670783373119776,0.20615234375,9.685754776000977e-09,0.05484266025871953,15.968717777729035,267
2744320,238,336.72,0.0074864984143459875,1.6371944218873977,177.5,0.0018808283207420117,25.0,380.00000000000045,-0.0010476531497261021,0.2369140625,8.195638656616212e-09,0.052317794850798224,15.968716281652451,268
2754560,238,327.27,0.004570806705112318,1.5964544959366322,142.5,0.002370908760678958,22.500000000000007,280.00000000000045,-0.0010030146986537147,0.289501953125,-4.470348358154297e-09,0.048950703696644324,15.968713015317917,269
2764800,238,328.23,0.01032386985461926,1.5699110858142376,133.25,0.0016908207076085091,22.500000000000007,325.0,-0.0008942827003920684,0.210302734375,-1.3783574104309083e-08,0.052684782157785603,15.96871758699417,270
2775040,238,334.99,0.0106442393418547,1.656647042185068,156.75,0.0019182864688673362,22.500000000000007,355.00000000000045,-0.001151459768152563,0.244921875,1.2293457984924316e-08,0.053018640703088885,15.968717777729035,271
2785280,238,345.99,0.010167400552745676,1.6623301304876805,187.25,0.0019325547825133071,25.0,402.5000000000002,-0.0010807602186105214,0.233251953125,-1.4156103134155273e-08,0.05459891210326626,15.968717694282532,272
2795520,238,353.47,0.010833007848054877,1.701846968382597,205.25,0.0022838241774820744,25.0,525.0,-0.0013517113413399784,0.24736328125,1.5273690223693846e-08,0.05519042998851263,15.968716198205948,273
2805760,238,353.52,0.010672465097741224,1.7150416508316995,197.5,0.0021721199104376863,25.0,352.5000000000002,-0.001402503404096933,0.2488525390625,-2.9802322387695314e-09,0.052153639336522985,15.968717873096466,274
2816000,238,348.6,0.011544967179361265,1.739347767829895,199.0,0.0015477655233894438,47.50000000000001,380.00000000000045,-0.0005522222760191653,0.2132568359375,-4.097819328308106e-09,0.05646031397285699,15.96871775984764,275
2826240,238,345.55,0.012188390676783456,1.725500752776861,199.75,0.0017565474087064103,72.50000000000001,325.0,-0.0009145319087110693,0.1964111328125,-1.9371509552001954e-08,0.05436613869752747,15.968717843294144,276
2836480,238,345.82,0.011077180749271064,1.6852979727089406,202.0,0.0021152767745263646,75.0,325.0,-0.0013380081152718048,0.2655517578125,-2.2351741790771484e-09,0.056093630791416084,15.968717783689499,277
2846720,238,352.43,0.01181429847383697,1.719158735126257,233.75,0.0019353233419565185,75.0,527.5000000000002,-0.0008557572880818042,0.21396484375,-2.2351741790771484e-08,0.054210312890837754,15.968717831373215,278
2856960,238,347.01,0.00961615795167745,1.7551990829408168,210.0,0.0018110023035603716,25.0,500.0,-0.001023948800866492,0.2311279296875,-1.3411045074462891e-08,0.05406754775214915,15.968717676401138,279
2867200,238,352.96,0.011418613905334496,1.7473559468984603,211.0,0.0016376762379934461,47.50000000000001,432.5000000000006,-0.0012303430288739038,0.220458984375,2.6077032089233397e-09,0.05690354516339117,15.968717676401138,280
2877440,238,356.33,0.011803764464275446,1.7199362993240357,228.5,0.0018699545366388294,50.0,500.0,-0.0014696970902150497,0.253857421875,2.6077032089233397e-09,0.057822835633551395,15.968718028068542,281
2887680,238,348.43,0.007541781021427596,1.6867445833981036,205.75,0.002112278894938413,50.0,430.0000000000004,-0.0014654622647867655,0.2897705078125,-5.587935447692871e-09,0.05146731100594989,15.96871758699417,282
2897920,238,333.65,0.007368770580069395,1.6570348374545574,181.0,0.00210600900182385,25.0,430.0000000000004,-0.0011224933856283314,0.2482177734375,1.080334186553955e-08,0.052260647754241926,15.968717461824417,283
2908160,238,316.54,0.006958900780364275,1.661478240787983,124.0,0.0016131169565511527,25.0,250.0,-0.0007731567216978874,0.2185302734375,-1.4901161193847657e-09,0.052947860531879276,15.968717020750045,284
2918400,238,314.5,0.007684209253056906,1.6906851924955846,116.0,0.0019233186391502954,25.0,227.5000000000002,-0.001321483153878944,0.2506103515625,5.215406417846679e-09,0.052891925742660925,15.968717747926712,285
2928640,238,318.06,0.007908924348339497,1.7028494641184806,118.75,0.0019417414437953085,25.0,225.0,-0.0013599874509964138,0.2285400390625,3.7252902984619143e-10,0.05000554495356302,15.968717455863953,286
2938880,238,325.91,0.009145739295308885,1.6698303140699864,141.75,0.001796039708105468,25.0,300.0,-0.0013212568301241845,0.2446533203125,1.0058283805847169e-08,0.05381053033287625,15.968717896938324,287
2949120,238,337.94,0.007888376600135416,1.6370670780539514,164.5,0.0017530714026577244,25.0,427.5000000000002,-0.0012039520850521512,0.231884765625,1.862645149230957e-08,0.05190899915737879,15.9687171459198,288
2959360,238,341.12,0.0056254760266597256,1.6437137447297574,162.25,0.0018196530320210512,25.0,450.0,-0.0007731630212219898,0.22890625,1.30385160446167e-08,0.050143928971898635,15.968716549873353,289
2969600,238,334.23,0.005588002482704723,1.6877706475555896,123.5,0.0019750225478901485,0.0,225.0,-0.0011206881630641875,0.2676025390625,-1.862645149230957e-09,0.04849686188579151,15.96871758699417,290
2979840,238,321.32,0.004955516725729581,1.7376125276088714,91.0,0.0022790162345756927,0.0,177.50000000000023,-0.000986885614838684,0.30634765625,-7.450580596923829e-10,0.04902094882532652,15.96871521472931,291
2990080,238,316.13,0.006634289339024236,1.7630435883998872,91.5,0.0025855615615000714,0.0,200.0,-0.0010817150556249543,0.315283203125,-7.078051567077636e-09,0.050133323871329016,15.968717086315156,292
3000320,239,315.43,0.007078847779848729,1.7295633770525456,101.25,0.0022401157739423637,0.0,202.50000000000023,-0.0012851967869210057,0.269677734375,-7.450580596923828e-09,0.051727656816970245,15.968717539310456,293
3010560,239,321.28,0.006497620998834464,1.7124118082225324,111.5,0.001971971060913802,0.0,225.0,-0.0012553400440083351,0.291259765625,2.384185791015625e-08,0.051067676506594474,15.968717557191848,294
3020800,239,324.53,0.005967690992957841,1.7002682194113732,113.0,0.002259866495683127,0.0,225.0,-0.0010882645570745807,0.2761474609375,2.0861625671386717e-08,0.04944900422045513,15.968716257810593,295
3031040,239,332.8,0.007942714085493208,1.7279416792094708,122.5,0.0024528240264999114,0.0,252.50000000000023,-0.0008894057145880652,0.28291015625,2.6077032089233397e-09,0.05377260650459054,15.968717575073242,296
3041280,239,336.65,0.008453423031824059,1.6884060688316822,141.0,0.0021454274633242675,0.0,307.5000000000006,-0.0012724751220957841,0.2693115234375,-2.7939677238464355e-08,0.05107353543083119,15.968717801570893,297
3051520,239,342.06,0.009223206550450414,1.6720461562275886,148.25,0.0018266974026460048,25.0,277.5000000000002,-0.0005893743575143163,0.21513671875,-1.4901161193847657e-09,0.053554794019689954,15.968717640638351,298
3061760,239,346.15,0.008369039033183867,1.6454042553901673,167.25,0.0017302151729666094,50.0,477.5000000000002,-0.0009785237016330939,0.249853515625,-4.097819328308106e-09,0.05213703552232546,15.968709808588027,299
3072000,239,345.67,0.010031858251750236,1.6505956292152404,178.25,0.0015185521078677766,50.0,475.0,-0.0006828311808931176,0.2017333984375,1.862645149230957e-09,0.05191675939838184,15.968717628717423,300
3082240,239,350.59,0.010799667701940052,1.665252836048603,189.0,0.0015638721065386108,50.0,475.0,-0.0012186935029603774,0.2143310546875,-6.7055225372314455e-09,0.05511428488007464,15.968717688322068,301
3092480,239,349.59,0.013848295036586933,1.604521694034338,222.0,0.001499225395355097,50.0,477.5000000000002,-0.0009174532628094312,0.1831298828125,1.1548399925231934e-08,0.05317353159690449,15.968717765808105,302
3102720,239,351.02,0.011792283398244762,1.6222014829516411,233.75,0.001944570024670611,72.50000000000001,475.0,-0.0006249645892239641,0.208984375,1.0430812835693359e-08,0.05464074900078747,15.968717813491821,303
3112960,239,342.95,0.009813500310610835,1.6286495111882686,219.5,0.001597835329789632,75.0,427.5000000000002,-0.0009676078403572319,0.2019287109375,-5.587935447692871e-09,0.05440872584189236,15.968717509508133,304
3123200,239,341.26,0.009706705221469747,1.5926284588873387,192.0,0.0017527202419444165,50.0,325.0,-0.001276967332523782,0.2271240234375,-7.82310962677002e-09,0.04928591395928501,15.968717682361603,305
3133440,239,335.58,0.008111185388042941,1.5549240574240684,163.25,0.001653574880845099,50.0,250.0,-0.00124706306742155,0.235302734375,-7.078051567077636e-09,0.048319050131444004,15.96871789097786,306
3143680,239,342.11,0.012441471259808167,1.555652517825365,173.0,0.0014118267410822226,50.0,300.0,-0.0008317613892359077,0.1816650390625,-8.568167686462402e-09,0.05262873565322283,15.968717652559281,307
3153920,239,346.93,0.010862612095661462,1.6071626633405685,181.25,0.0016899352444966099,50.0,325.0,-0.001101135166027234,0.215966796875,-2.7194619178771972e-08,0.05488072294481169,15.968717873096466,308
3164160,239,352.09,0.009064925859274809,1.6737301833927631,199.75,0.0018625816506130377,50.0,375.0,-0.00147336604532029,0.2563232421875,-1.6391277313232423e-08,0.0531245040299147,15.968717724084854,309
3174400,239,352.17,0.010317913371545728,1.714599571377039,194.0,0.001723528638535754,25.0,382.5000000000007,-0.0013551323409046745,0.25029296875,-2.7939677238464355e-08,0.057045209249350214,15.968717676401138,310
3184640,239,343.18,0.008993801798351343,1.701295167952776,182.25,0.0015253546227029346,47.50000000000001,360.0000000000009,-0.0006617576731514418,0.20576171875,8.940696716308593e-09,0.0517136363787752,15.968717676401138,311
3194880,239,343.13,0.008791954551270464,1.7015941128134728,187.25,0.0018417011397673377,47.50000000000001,455.0000000000004,-0.0010169605247938307,0.2296630859375,1.0430812835693359e-08,0.05059939851303077,15.968717640638351,312
3205120,239,330.64,0.006952385684252249,1.7105767138302326,166.5,0.0021126351138264,50.0,380.00000000000045,-0.0012097787963284644,0.2933837890625,2.384185791015625e-08,0.0526580102980855,15.968717312812805,313
3215360,239,322.77,0.007390257389408817,1.726053162664175,140.75,0.002232723801068914,25.0,302.5000000000002,-0.0009834354033955606,0.27744140625,1.825392246246338e-08,0.05197602265066853,15.968716323375702,314
3225600,239,311.31,0.00547989807777185,1.6661900207400322,103.5,0.0023810841770455227,0.0,202.50000000000023,-0.0012801548686184106,0.3235595703125,-1.6391277313232423e-08,0.04874723929395676,15.968716907501221,315
3235840,239,309.12,0.005003415571945879,1.6846923612058162,88.75,0.0021834164397660063,0.0,202.50000000000023,-0.001242311602254631,0.26865234375,1.1548399925231934e-08,0.04707289588237058,15.968716698884965,316
3246080,239,305.41,0.0037040205590216147,1.643453273177147,72.0,0.0020752554140756273,0.0,150.0,-0.001237066712928936,0.2879638671875,-7.078051567077636e-09,0.04893917225959417,15.968712741136551,317
3256320,239,301.45,0.004433070921379567,1.649636187404394,71.0,0.0017625394374285008,0.0,150.0,-0.0009035672834215802,0.2294677734375,3.7252902984619143e-10,0.04731623794082056,15.968711072206498,318
3266560,239,300.28,0.005830800983130757,1.658413764089346,72.0,0.002018390908304468,0.0,150.0,-0.0009051445820659864,0.288427734375,-7.450580596923829e-10,0.05041818912966332,15.968717294931412,319
3276800,239,306.79,0.006327441591768323,1.6136194892227649,97.5,0.0018961555278465881,0.0,202.50000000000023,-0.0010363475909798581,0.2624755859375,-1.601874828338623e-08,0.05057811423648688,15.96866592168808,320
3287040,239,314.39,0.008694842256227275,1.568865964561701,125.0,0.001591212532368047,0.0,355.00000000000045,-0.0008904862344934373,0.23779296875,1.4901161193847657e-09,0.05344535635005691,15.968717819452285,321
3297280,239,325.63,0.008888213354475738,1.555026686191559,150.25,0.0015421959243667517,22.500000000000007,407.5000000000006,-0.000808364065233036,0.229931640625,7.82310962677002e-09,0.05196651198661514,15.968717819452285,322
3307520,239,324.47,0.006237972360179356,1.563864029198885,152.25,0.002162149107155642,25.0,317.5000000000015,-0.0011412210624257568,0.2912353515625,-7.82310962677002e-09,0.05293034473521979,15.968715679645538,323
3317760,239,320.74,0.006278879284934646,1.5770254164934159,128.0,0.0020578171239321818,0.0,227.5000000000002,-0.001123201680547936,0.2585205078125,-1.825392246246338e-08,0.04789711669415904,15.96871218085289,324
3328000,239,307.08,0.004916987517799498,1.6194354519248009,102.5,0.00177146955330727,0.0,202.50000000000023,-0.0008555196473025717,0.2552978515625,1.5273690223693846e-08,0.04693010825625321,15.968714475631714,325
3338240,239,310.11,0.00776754338057799,1.6317644812166692,101.25,0.00201477499892917,0.0,225.0,-0.0006210959596501198,0.2711669921875,1.1175870895385742e-08,0.05310860362770899,15.968717026710511,326
3348480,239,322.99,0.009972130471396667,1.6257068619132042,139.0,0.0015540237144705316,25.0,312.5000000000011,-0.0010022016558650648,0.2490234375,2.9802322387695314e-09,0.05463787017785238,15.968717724084854,327
3358720,239,328.52,0.009784234857761476,1.616412417590618,152.0,0.0015094764082022039,25.0,300.0,-0.0007982623432326363,0.2103515625,-1.1175870895385742e-09,0.05369616117014957,15.96871775984764,328
3368960,239,337.17,0.00895606621998013,1.5868719503283502,172.75,0.0019208223356940834,25.0,302.5000000000002,-0.001386610795816523,0.2474365234375,6.332993507385254e-09,0.0520541527795943,15.96871766448021,329
3379200,239,332.53,0.007183978613102227,1.6267326436936855,164.25,0.0019143661968428205,25.0,302.5000000000002,-0.0009681454350356944,0.23876953125,-3.7252902984619143e-10,0.04882401351038177,15.96871777176857,330
3389440,239,334.47,0.007838912666997544,1.635644017159939,149.25,0.001603839166364196,25.0,275.0,-0.0007628133818798233,0.2399658203125,1.0058283805847169e-08,0.051861285575474925,15.968710798025132,331
3399680,239,331.81,0.010835463074727159,1.6496602319180966,152.0,0.001690672972648599,25.0,275.0,-0.0009728788230859209,0.232763671875,-1.1175870895385742e-09,0.052540337114602674,15.968717831373215,332
3409920,239,335.9,0.010413288943709631,1.6485326752066611,168.75,0.001669676178622126,25.0,275.0,-0.0009192325356707443,0.2072509765625,-1.862645149230957e-09,0.0539216479068841,15.968717712163926,333
3420160,239,336.39,0.009968518904497615,1.675050500780344,181.25,0.0017477360901921202,50.0,300.0,-0.0011268879796261899,0.253955078125,-4.470348358154297e-09,0.05574842725449859,15.968717694282532,334
3430400,239,333.32,0.010844224644824863,1.665581852942705,169.25,0.0015612248333752633,50.0,300.0,-0.0008373645334359026,0.1922607421875,2.6077032089233397e-09,0.0535228251952886,15.96871783733368,335
3440640,239,343.77,0.011077501936233603,1.630764625221491,180.0,0.0016803478273459405,50.0,302.5000000000002,-0.0011565919685381232,0.2419189453125,-8.568167686462402e-09,0.05714624334824538,15.968717783689499,336
3450880,239,355.93,0.009617965029428887,1.6640301264822484,189.5,0.001643735203867891,50.0,325.0,-0.0009157064625469502,0.225390625,-5.960464477539063e-09,0.05196462136743037,15.968717485666275,337
3461120,239,350.85,0.006842071776736703,1.712339700758457,176.75,0.0021063961644017582,47.50000000000001,352.5000000000002,-0.0012292032879486214,0.3139892578125,-3.091990947723389e-08,0.05095013097967697,15.968717432022094,338
3471360,239,336.4,0.007005659020273924,1.7392928801476955,154.0,0.0019080995954482206,25.0,375.0,-0.0011066215542086867,0.2861328125,-7.078051567077636e-09,0.05222820005864777,15.968716579675675,339
3481600,239,321.81,0.008233863086206838,1.7602946415543557,133.0,0.0023054135033788725,0.0,252.50000000000023,-0.0011022690818208503,0.3046142578125,1.1548399925231934e-08,0.0535098598941023,15.96871782541275,340
3491840,239,322.22,0.007270730157961225,1.7667856529355048,130.25,0.002231269311951678,25.0,252.50000000000023,-0.0015438412207004148,0.316845703125,-2.1979212760925294e-08,0.05303430179945804,15.96871754527092,341
3502080,239,323.71,0.007279654405920155,1.759579209983349,130.25,0.0022156019152475893,22.500000000000007,252.50000000000023,-0.0015096608865860616,0.352978515625,1.6391277313232423e-08,0.05217535380888659,15.968717640638351,342
3512320,239,317.92,0.007136140656700718,1.7159738928079604,118.5,0.0018655362325830538,22.500000000000007,225.0,-0.0004770200332131935,0.24443359375,0.0,0.054508157659328385,15.968717461824417,343
3522560,239,321.43,0.008591436666392838,1.71639144718647,130.75,0.0017097349997698074,25.0,275.0,-0.0011266893689025892,0.2619873046875,-6.7055225372314455e-09,0.051234963654623725,15.968717885017394,344
3532800,239,323.49,0.007569439338863049,1.7083056516945363,133.0,0.0017032031973371886,22.500000000000007,277.5000000000002,-0.0011857532799695036,0.2644775390625,-3.725290298461914e-09,0.05135310952724785,15.96871750354767,345
3543040,239,320.14,0.003804786844523278,1.6492492258548737,113.0,0.001804792156866597,0.0,250.0,-0.0006103697160142474,0.2582275390625,7.450580596923828e-09,0.04632895592689194,15.968716597557068,346
3553280,239,311.62,0.004050695932699355,1.6543801121413708,84.75,0.001917789796357283,0.0,200.0,-0.0005654445178151946,0.2442626953125,1.4901161193847657e-09,0.04968724252146032,15.968678987026214,347
3563520,239,305.05,0.005793564777133398,1.6258066602051258,71.75,0.0020187419639000836,0.0,150.0,-0.0013472680824634154,0.2951904296875,2.9802322387695314e-09,0.04871531324627147,15.96871235370636,348
3573760,239,302.41,0.003593418806725879,1.6219132654368877,69.75,0.00210004273907316,0.0,127.50000000000021,-0.0008242753083322896,0.3202880859375,-6.7055225372314455e-09,0.044966868407486024,15.968666636943817,349
3584000,239,304.93,0.005464039393427811,1.7072447061538696,79.75,0.0021942231200625883,0.0,150.0,-0.000937067651830148,0.282177734375,-3.762543201446533e-08,0.04721115537995764,15.968716371059418,350
3594240,239,302.7,0.004992236899553681,1.7184325948357582,72.75,0.002172571100720688,0.0,125.0,-0.0011247854144130543,0.3248779296875,-1.7136335372924803e-08,0.050469733918303505,15.968676286935807,351
3604480,239,303.84,0.005527882904061698,1.6794628098607063,83.25,0.0018551421594679596,0.0,175.0,-0.0012101468004402705,0.2825927734375,-2.2351741790771484e-09,0.047156908631429066,15.96871652007103,352
3614720,239,305.0,0.007505359893366403,1.6983242988586427,93.75,0.001601609439535423,0.0,200.0,-0.0007326581275265198,0.259912109375,-1.3783574104309083e-08,0.05415545055524136,15.968717575073242,353
3624960,239,318.17,0.0101684258232126,1.7429117739200592,128.5,0.0014346077966479243,22.500000000000007,250.0,-0.0011221152082725894,0.2249755859375,8.940696716308593e-09,0.05400382496162339,15.968717676401138,354
3635200,239,326.5,0.006897944147385715,1.7089020654559135,140.0,0.0017829979514971228,25.0,275.0,-0.0011514913494465873,0.248876953125,-4.470348358154297e-09,0.05051921352513851,15.968717700242996,355
3645440,239,324.3,0.006650111534509051,1.5947581067681313,135.0,0.001346662625820727,25.0,275.0,-0.0009191227974952199,0.2200439453125,5.587935447692871e-09,0.04825762348134576,15.968717730045318,356
3655680,239,313.25,0.006197708936451818,1.5944372825324535,101.25,0.0015702503014779269,0.0,202.50000000000023,-0.0010524579207412898,0.2153564453125,-4.097819328308106e-09,0.04638574183346962,15.96871737241745,357
3665920,239,307.63,0.0054464606635100665,1.579294266551733,95.0,0.0015892713976882078,0.0,202.50000000000023,-0.0006102232917328365,0.1981689453125,-2.905726432800293e-08,0.04345562759994868,15.968709391355514,358
3676160,239,313.22,0.0082852498988359,1.6120322458446026,97.75,0.0016409857542868168,0.0,225.0,-0.0007355582019954454,0.250146484375,7.82310962677002e-09,0.0526226546055138,15.968717473745347,359
3686400,239,323.93,0.009125372757080186,1.6121375538408755,115.25,0.0015770765415851428,25.0,250.0,-0.0011007818626239895,0.2268798828125,5.215406417846679e-09,0.051873313885339264,15.96871770620346,360
3696640,239,332.11,0.008142534078797326,1.5985868096351623,137.5,0.0014376151892975032,25.0,252.50000000000023,-0.000847807386162458,0.2438720703125,-1.899898052215576e-08,0.05290194738439184,15.968717676401138,361
3706880,239,332.71,0.007361389456718825,1.5900553703308105,142.75,0.00119705288892078,25.0,252.50000000000023,-0.0004279838663933333,0.1896484375,1.1175870895385742e-08,0.04944248657666829,15.968717378377914,362
3717120,239,322.4,0.006025744523754639,1.5342759490013123,127.75,0.0017633839080133384,25.0,252.50000000000023,-0.0008070783074799692,0.2544921875,-7.450580596923828e-09,0.04637588151535408,15.96871588230133,363
3727360,239,317.07,0.006279241532092783,1.5278688177466393,113.5,0.001684956145572869,25.0,202.50000000000023,-0.0008100630482658743,0.263134765625,-1.5273690223693846e-08,0.05023840911614928,15.968717569112778,364
3737600,239,314.36,0.005845321689957927,1.501645128428936,110.5,0.0018271672530318027,25.0,202.50000000000023,-0.0009139475598203717,0.2391357421875,-1.080334186553955e-08,0.04857369749846323,15.968707501888275,365
3747840,239,317.56,0.006394216757144022,1.5695948712527752,111.0,0.001511732954617173,22.500000000000007,200.0,-0.0007402415434626164,0.2359130859375,8.568167686462402e-09,0.04985417623058454,15.968717700242996,366
3758080,239,312.82,0.00568510631630943,1.5588819891214372,98.5,0.0022224234690497724,25.0,175.0,-0.0016701481479685753,0.3444091796875,6.7055225372314455e-09,0.04922337873506001,15.968717050552367,367
3768320,239,312.88,0.006369281196589327,1.5734276823699473,92.5,0.0015353319479686433,25.0,175.0,-0.0005630049232422607,0.227197265625,1.862645149230957e-08,0.05000314538132104,15.968716979026794,368
3778560,239,310.59,0.005172539987052005,1.5726666808128358,87.5,0.0017062811178163884,25.0,175.0,-0.0007932383457955438,0.2478515625,1.2665987014770507e-08,0.04857425187663131,15.968713128566742,369
3788800,239,315.02,0.007257699298406806,1.6235142022371292,97.75,0.0013644457630846319,25.0,200.0,-0.0006628274768445408,0.2192626953125,-1.1175870895385742e-09,0.05322263374962481,15.96871738433838,370
3799040,239,313.12,0.0059256712804199195,1.6313121162354947,92.25,0.0016446001857218563,25.0,175.0,-0.0009768879797775298,0.25556640625,-2.6077032089233397e-09,0.046786485415498326,15.968717533349992,371
3809280,239,316.53,0.006567976808219101,1.6430086754262447,101.25,0.0015111863785477909,25.0,200.0,-0.0007354471759754233,0.246826171875,1.5273690223693846e-08,0.04968103895503807,15.968717592954636,372
3819520,239,322.47,0.010104327177032246,1.679046843200922,124.5,0.0013279106631728156,0.0,200.0,-0.0009122256480623037,0.2266357421875,1.7508864402770997e-08,0.05349436984243653,15.968717688322068,373
3829760,239,330.77,0.010060049360617995,1.6805562295019627,152.75,0.0011837541062689639,47.50000000000001,275.0,-0.0006560518326296005,0.1739013671875,-1.1548399925231934e-08,0.0516026569237365,15.968717873096466,374
3840000,239,339.0,0.012161313090473413,1.7046155422925948,183.5,0.0010909839425210066,50.0,355.00000000000045,-0.0004183161243417999,0.169677734375,1.862645149230957e-09,0.054672190013023605,15.968717789649963,375
3850240,239,346.42,0.012696577127280761,1.699339960515499,222.25,0.0015468100047996813,75.0,477.5000000000002,-0.00047957749920897187,0.238525390625,-2.3469328880310058e-08,0.055970691524266855,15.968717676401138,376
3860480,239,353.13,0.013485345776462054,1.7054744429886342,254.5,0.0012278574176605161,75.0,575.0,-0.0010035945335403085,0.213525390625,2.7194619178771972e-08,0.05550080529478246,15.968717867136002,377
3870720,239,355.33,0.011666722368681803,1.7039297804236413,254.25,0.0011691007998422265,72.50000000000001,577.5000000000002,-0.001003350012251758,0.2121337890625,6.7055225372314455e-09,0.055280244171950564,15.968717789649963,378
